11,13,14,15,19,20,22,23,24,26,29,30,101,102,103,104,105,106,108,110,114,115,118
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2,,,1,1.0,1.0,,1,2.0,1,1.0
1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,4.0,1.0,2.0,2,,,1,4.0,3.0,1.0,1,2.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4,,,1,1.0,1.0,1.0,1,1.0,2,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1,,,1,2.0,1.0,1.0,1,2.0,2,2.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,2.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,,,1,1.0,1.0,1.0,1,1.0,1,2.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,,,1,1.0,1.0,1.0,2,1.0,1,1.0
1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,,,1,1.0,2.0,2.0,2,3.0,1,2.0
1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,,,1,1.0,1.0,,1,4.0,2,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,2.0,1,1.0,1,1.0
1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,1.0,1,2.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,2.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1,,,1,,1.0,1.0,2,2.0,2,1.0
2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,,,1,2.0,2.0,1.0,1,1.0,1,2.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,,,1,1.0,1.0,1.0,1,2.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,,,1,1.0,1.0,1.0,1,,1,1.0
1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1,,,1,1.0,2.0,2.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,2.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,2.0,1.0,,1,1.0,1,1.0
2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1,,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,1.0,1,2.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1,2.0,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,,1,2.0,1.0,1.0,1,2.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,,1,1.0,1.0,1.0,1,2.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,,1,1.0,1.0,1.0,1,1.0,1,1.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,2.0,,1,1.0,2.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,,1,1.0,1.0,1.0,1,1.0,1,1.0
1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,,1,1.0,1.0,1.0,1,2.0,1,1.0
4.0,1.0,4.0,6.0,7.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,0,2.0,,2,2.0,2.0,1.0,1,18.0,2,5.0
2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1.0,,1,4.0,3.0,1.0,1,2.0,2,2.0
2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2,1.0,,1,7.0,5.0,2.0,3,1.0,2,2.0
8.0,2.0,8.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,5,1.0,,1,3.0,2.0,2.0,1,5.0,2,3.0
1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,9,2.0,,1,9.0,4.0,1.0,2,1.0,1,2.0
3.0,2.0,3.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3,5.0,,1,3.0,1.0,1.0,1,4.0,2,2.0
5.0,2.0,5.0,3.0,5.0,2.0,4.0,6.0,3.0,2.0,3.0,3.0,2,2.0,,2,8.0,2.0,2.0,4,0.0,6,3.0
2.0,3.0,2.0,5.0,3.0,2.0,2.0,6.0,5.0,2.0,3.0,2.0,1,1.0,,2,17.0,3.0,4.0,1,,1,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,2.0,2.0,1,1.0,1.0,1.0,1,2.0,1,1.0
