11,13,14,15,19,20,22,23,24,26,29,30,101,102,103,104,105,106,108,110,114,115,118
30.0,27.0,27.0,80.0,12.0,8.0,8.0,45.0,39.0,149.0,17.0,16.0,34.0,,,37.0,30.0,18.0,,38.0,18.0,6.0,45.0
8.0,9.0,20.0,23.0,61.0,74.0,4.0,8.0,,67.0,26.0,38.0,100.0,,,22.0,47.0,58.0,26.0,44.0,26.0,33.0,34.0
53.0,12.0,25.0,21.0,41.0,39.0,14.0,96.0,35.0,74.0,38.0,52.0,45.0,,,24.0,22.0,47.0,32.0,90.0,10.0,56.0,57.0
13.0,11.0,23.0,48.0,22.0,47.0,8.0,,9.0,36.0,63.0,20.0,29.0,,,9.0,23.0,29.0,17.0,65.0,13.0,26.0,50.0
19.0,10.0,14.0,20.0,54.0,60.0,6.0,,33.0,129.0,15.0,8.0,7.0,,,7.0,26.0,22.0,11.0,14.0,11.0,19.0,15.0
24.0,22.0,35.0,25.0,82.0,72.0,7.0,59.0,28.0,52.0,57.0,29.0,22.0,,,7.0,24.0,18.0,23.0,17.0,10.0,21.0,77.0
22.0,8.0,9.0,43.0,41.0,86.0,11.0,16.0,57.0,25.0,13.0,71.0,28.0,,,5.0,32.0,12.0,39.0,32.0,11.0,12.0,12.0
22.0,25.0,30.0,44.0,60.0,63.0,12.0,38.0,20.0,20.0,117.0,14.0,18.0,,,16.0,14.0,16.0,36.0,55.0,20.0,15.0,20.0
20.0,22.0,30.0,64.0,27.0,55.0,5.0,33.0,36.0,22.0,28.0,29.0,22.0,,,18.0,9.0,5.0,,26.0,14.0,31.0,11.0
15.0,9.0,15.0,6.0,31.0,5.0,10.0,23.0,8.0,10.0,8.0,5.0,17.0,,,9.0,15.0,16.0,20.0,13.0,13.0,6.0,8.0
10.0,8.0,10.0,14.0,26.0,9.0,9.0,10.0,6.0,13.0,12.0,9.0,11.0,,,16.0,29.0,13.0,9.0,12.0,7.0,9.0,5.0
14.0,4.0,14.0,7.0,41.0,4.0,11.0,57.0,7.0,8.0,17.0,10.0,11.0,,,9.0,21.0,14.0,11.0,13.0,7.0,6.0,17.0
23.0,6.0,23.0,6.0,12.0,7.0,8.0,16.0,8.0,6.0,5.0,7.0,10.0,,,7.0,11.0,8.0,9.0,8.0,8.0,6.0,6.0
23.0,4.0,23.0,9.0,22.0,12.0,4.0,9.0,13.0,41.0,6.0,39.0,18.0,,,9.0,,15.0,8.0,30.0,21.0,20.0,9.0
33.0,9.0,33.0,20.0,45.0,15.0,9.0,39.0,9.0,15.0,5.0,17.0,51.0,,,11.0,13.0,38.0,11.0,19.0,8.0,9.0,13.0
6.0,5.0,6.0,15.0,14.0,31.0,17.0,10.0,12.0,10.0,4.0,21.0,24.0,,,10.0,19.0,7.0,8.0,16.0,7.0,8.0,7.0
15.0,5.0,15.0,11.0,25.0,16.0,8.0,12.0,5.0,6.0,11.0,9.0,14.0,,,10.0,10.0,9.0,7.0,9.0,,10.0,6.0
16.0,5.0,16.0,22.0,21.0,16.0,9.0,26.0,8.0,9.0,20.0,24.0,19.0,,,12.0,11.0,20.0,8.0,11.0,7.0,21.0,9.0
15.0,5.0,15.0,11.0,16.0,25.0,9.0,22.0,14.0,5.0,9.0,5.0,7.0,,,10.0,5.0,14.0,10.0,13.0,7.0,7.0,21.0
27.0,5.0,27.0,20.0,11.0,35.0,8.0,6.0,7.0,42.0,16.0,63.0,35.0,,,7.0,9.0,14.0,,5.0,11.0,8.0,7.0
16.0,7.0,16.0,14.0,14.0,17.0,14.0,7.0,16.0,8.0,16.0,21.0,18.0,,,8.0,9.0,9.0,11.0,15.0,10.0,8.0,6.0
5.0,3.0,5.0,23.0,16.0,13.0,4.0,5.0,5.0,9.0,4.0,5.0,7.0,,,6.0,6.0,5.0,5.0,3.0,4.0,3.0,6.0
16.0,10.0,16.0,6.0,5.0,7.0,8.0,10.0,7.0,8.0,5.0,17.0,8.0,,,8.0,11.0,7.0,8.0,6.0,5.0,3.0,10.0
3.0,3.0,3.0,13.0,6.0,5.0,5.0,18.0,4.0,6.0,5.0,6.0,4.0,,,9.0,6.0,9.0,8.0,7.0,4.0,2.0,4.0
11.0,9.0,11.0,17.0,8.0,16.0,6.0,9.0,7.0,10.0,10.0,5.0,6.0,,,11.0,16.0,9.0,11.0,7.0,6.0,3.0,13.0
7.0,5.0,7.0,10.0,7.0,13.0,14.0,7.0,5.0,5.0,9.0,12.0,6.0,,,6.0,4.0,6.0,6.0,4.0,4.0,3.0,8.0
57.0,69.0,57.0,219.0,28.0,68.0,30.0,209.0,44.0,55.0,44.0,65.0,31.0,80.0,,23.0,23.0,82.0,38.0,163.0,40.0,39.0,50.0
28.0,38.0,28.0,43.0,2.0,18.0,14.0,22.0,24.0,33.0,20.0,13.0,15.0,26.0,,11.0,44.0,15.0,17.0,22.0,73.0,46.0,25.0
33.0,16.0,33.0,31.0,44.0,27.0,49.0,27.0,28.0,36.0,29.0,24.0,25.0,33.0,,21.0,11.0,44.0,31.0,57.0,111.0,54.0,25.0
29.0,15.0,29.0,36.0,33.0,28.0,25.0,55.0,28.0,62.0,26.0,30.0,15.0,50.0,,19.0,15.0,42.0,19.0,23.0,133.0,21.0,81.0
35.0,54.0,35.0,28.0,37.0,32.0,26.0,41.0,52.0,38.0,23.0,41.0,22.0,61.0,,31.0,36.0,68.0,21.0,30.0,38.0,31.0,27.0
24.0,20.0,24.0,50.0,40.0,40.0,19.0,44.0,23.0,30.0,14.0,28.0,25.0,38.0,,29.0,17.0,38.0,29.0,23.0,38.0,21.0,44.0
23.0,18.0,23.0,43.0,39.0,38.0,25.0,29.0,36.0,28.0,14.0,30.0,16.0,32.0,,27.0,14.0,114.0,24.0,39.0,35.0,22.0,22.0
28.0,19.0,28.0,46.0,39.0,24.0,25.0,31.0,29.0,30.0,38.0,36.0,18.0,108.0,,24.0,29.0,39.0,25.0,22.0,24.0,17.0,29.0
15.0,23.0,15.0,33.0,21.0,31.0,19.0,31.0,33.0,19.0,14.0,23.0,15.0,30.0,,17.0,10.0,41.0,14.0,23.0,29.0,19.0,25.0
265.0,186.0,265.0,476.0,492.0,84.0,70.0,239.0,73.0,134.0,161.0,150.0,19.0,137.0,,90.0,375.0,231.0,82.0,130.0,875.0,184.0,253.0
64.0,100.0,64.0,173.0,150.0,129.0,49.0,80.0,58.0,97.0,114.0,83.0,81.0,77.0,,72.0,186.0,104.0,75.0,117.0,337.0,84.0,128.0
306.0,106.0,306.0,313.0,107.0,141.0,96.0,164.0,128.0,223.0,263.0,143.0,148.0,45.0,,67.0,140.0,196.0,63.0,74.0,445.0,110.0,229.0
72.0,74.0,72.0,202.0,119.0,100.0,54.0,142.0,78.0,121.0,128.0,80.0,215.0,82.0,,44.0,303.0,215.0,69.0,107.0,337.0,57.0,140.0
123.0,152.0,123.0,854.0,121.0,212.0,65.0,150.0,148.0,178.0,133.0,170.0,83.0,77.0,,72.0,615.0,609.0,191.0,85.0,,94.0,151.0
17.0,24.0,30.0,19.0,33.0,26.0,11.0,20.0,13.0,24.0,20.0,27.0,18.0,22.0,10.0,2.0,2.0,37.0,2.0,19.0,16.0,14.0,31.0
15.0,13.0,12.0,11.0,35.0,7.0,7.0,16.0,13.0,61.0,16.0,6.0,19.0,16.0,10.0,11.0,23.0,18.0,40.0,9.0,21.0,15.0,13.0
15.0,11.0,7.0,13.0,17.0,33.0,11.0,14.0,9.0,74.0,9.0,8.0,6.0,17.0,7.0,4.0,20.0,6.0,11.0,6.0,15.0,8.0,15.0
8.0,11.0,10.0,27.0,17.0,78.0,17.0,24.0,12.0,26.0,12.0,10.0,23.0,39.0,14.0,13.0,11.0,41.0,7.0,36.0,16.0,15.0,12.0
25.0,21.0,16.0,24.0,38.0,20.0,14.0,44.0,21.0,19.0,9.0,9.0,25.0,7.0,18.0,15.0,54.0,27.0,14.0,47.0,17.0,37.0,13.0
7.0,10.0,,33.0,13.0,14.0,17.0,15.0,17.0,22.0,30.0,10.0,31.0,12.0,13.0,8.0,18.0,7.0,18.0,7.0,27.0,45.0,15.0
18.0,13.0,10.0,16.0,19.0,20.0,10.0,10.0,25.0,31.0,20.0,14.0,13.0,9.0,10.0,11.0,18.0,11.0,6.0,14.0,37.0,15.0,10.0
19.0,10.0,7.0,17.0,20.0,39.0,9.0,11.0,27.0,28.0,,8.0,22.0,15.0,12.0,9.0,26.0,20.0,22.0,15.0,26.0,21.0,17.0
18.0,30.0,14.0,16.0,20.0,28.0,14.0,19.0,21.0,12.0,51.0,15.0,44.0,10.0,16.0,16.0,21.0,23.0,32.0,20.0,29.0,55.0,16.0
75.0,23.0,70.0,16.0,109.0,105.0,162.0,64.0,102.0,50.0,47.0,9.0,90.0,51.0,28.0,76.0,30.0,33.0,51.0,14.0,39.0,41.0,15.0
19.0,16.0,10.0,32.0,14.0,9.0,5.0,12.0,12.0,9.0,18.0,8.0,8.0,19.0,7.0,4.0,25.0,5.0,10.0,8.0,6.0,8.0,99.0
10.0,9.0,12.0,30.0,14.0,10.0,10.0,22.0,8.0,28.0,19.0,8.0,13.0,10.0,12.0,17.0,12.0,13.0,31.0,7.0,13.0,20.0,10.0
13.0,7.0,10.0,11.0,8.0,7.0,6.0,5.0,5.0,38.0,12.0,4.0,10.0,5.0,5.0,6.0,5.0,6.0,22.0,4.0,7.0,8.0,13.0
6.0,16.0,7.0,30.0,10.0,7.0,4.0,6.0,3.0,7.0,4.0,3.0,5.0,4.0,7.0,13.0,12.0,4.0,8.0,4.0,5.0,13.0,7.0
5.0,4.0,5.0,10.0,12.0,4.0,8.0,12.0,7.0,7.0,4.0,6.0,11.0,9.0,4.0,11.0,6.0,4.0,3.0,4.0,7.0,16.0,61.0
15.0,6.0,32.0,16.0,17.0,14.0,11.0,18.0,23.0,31.0,5.0,19.0,11.0,7.0,9.0,15.0,14.0,13.0,16.0,30.0,14.0,11.0,9.0
8.0,12.0,7.0,10.0,7.0,9.0,10.0,7.0,5.0,32.0,9.0,11.0,10.0,7.0,5.0,11.0,20.0,12.0,6.0,4.0,7.0,12.0,8.0
5.0,14.0,6.0,8.0,3.0,5.0,4.0,17.0,6.0,11.0,4.0,13.0,10.0,5.0,2.0,4.0,7.0,5.0,5.0,5.0,3.0,6.0,7.0
7.0,11.0,5.0,12.0,4.0,4.0,5.0,15.0,4.0,7.0,4.0,11.0,12.0,6.0,2.0,17.0,4.0,3.0,5.0,3.0,6.0,26.0,6.0
6.0,11.0,3.0,16.0,9.0,8.0,7.0,6.0,3.0,9.0,6.0,14.0,5.0,3.0,8.0,8.0,12.0,5.0,5.0,5.0,9.0,5.0,4.0
87.0,39.0,33.0,306.0,76.0,106.0,35.0,88.0,71.0,605.0,49.0,41.0,54.0,103.0,105.0,40.0,41.0,90.0,48.0,93.0,571.0,119.0,79.0
33.0,34.0,29.0,77.0,82.0,43.0,56.0,58.0,42.0,40.0,64.0,64.0,25.0,64.0,38.0,34.0,31.0,157.0,60.0,55.0,,58.0,42.0
